ID,Joke
1970,"the generation of today are so allergic to everything, future wars will be fought by throwing bags of peanuts and cat hair  at each other."
1971,"just had to ask myself, ""what would a competent person do in this situation?"""
1972,"when i see names carved into a tree i don't think it's cute, i just think its strange how many people take knives on a  date."
1973,there is nothing louder than a party across the street that you weren't invited to.
1974,apparently a good way to get asked to leave the gym is to move a treadmill behind a guy on a stationary bike and pretend  you're angrily chasing him.
1975,"my new nickname at work should be ""laxative"" cause i make sh*t happen."
1976,"i'd rather have samuel l jackson narrate my life.. no offense, morgan freeman.. my life requires multiple uses of the word  m 0therfcuker."
1977,"family...friends....fun...fridays. all good things start with ""f""."
1978,i've never met a friday i didn't like!
1979,friday...gods gift to the working people
1980,coffee makes my mornings. but friday makes my week
1981,"note to self: don't set your password reminder as ""you should know this"""
1982,"if my body is ever found dead on a jogging trail, just know i was murdered elsewhere and dumped there."
1983,"how many times do i have to say ""excuse me"" before ""get the f*ck out of my way"" becomes acceptable?"
1984,i'm a ventriloquist. i can put my hand up your skirt and make your lips move!
1985,"you call them ""cuss words""... i call them ""sentence enhancers""."
1986,watched my first porno today... i looked much younger back then.
1987,"when i'm in the shower, why does every noise sound like my phone?"
1988,"having a dirty mind is okay, but having a clean heart is much more important."
1989,"ghetto people are always naming their kids after stuff they cant afford: mercedes, diamond, bentley, pearl, light bill,  rent, car insurance."
1990,i'm curious: do girls shake the gasoline nozzle when they're taking it out of their cars too?
1991,too ugly for the people i want. too hot for the people who want me.
1992,being fat is just a giant trophy for all of the awesome food you ate.
1993,"women need to learn that ""most of my friends are guys"" just means you have a list of dudes who are trying to bone you."
1994,a new drug has just been developed for lesbians with depression. it's called trycoxagain.
1995,"my girlfriend found lipstick in my pocket, i told her straight up i was cheating, there was no way i was going to confess  i sell avon.."
1996,pick a woman with wits. wits will never sag.
1997,"dear girls who take a picture in slutty clothing and glasses & label the caption ""geek lol"" you're not a geek, you're a  whore who found glasses"
1998,you've never been truly drunk until you've had to use a bar-stool as a walker to get home.
1999,"did you hear about the italian chef that died? he pasta way. although we cannoli do so much, he will forever be a pizza  history. his wife? cheese still not over it. just goes to show here today, gone tomato. lets send olive our prayers to the  family."
2000,"good thing girls started uploading pictures next to a pool with the caption ""summer is finally here!"" or we wouldn't have  known it's summer."
2001,stevie wonder's housekeepers probably don't do a damn thing all day long.
2002,before you get married ask yourself: is this the person you want to watch stare at their phone the rest of your life?
2003,"my doctor says i'm a serious alcoholic, but i think i'm more of a funny alcoholic."
2004,you can't make me believe there's a shortage of jobs in this country when there are 23 cash registers at walmart and only  3 cashiers.
2005,"i just seen someone update their status on facebook to ""i wish every guy was like jack from the titanic."" what... dead at  the bottom of the ocean?"
2006,that moment when you realize you can't ignore someones message on facebook anymore because it shows that you've read it.
2007,don't you love the tan lines that girls get after sunbathing? it's almost like god came down and highlighted all the  important parts.
2008,how i flirt: *stares from a distance*
2009,"if a fireman's job can go up in smoke, and a plumbers job can go down the drain, can a hooker get laid off?!"
2010,i farted while lifting a heavy object today. it was very embarrassing. i had to apologise to the man at the next urinal.
2011,one day i hope the bravery of the people who initiate clapping is recognized.
2012,"i just want you all to know, whatever problems you might be having, i'm here to like' them."
2013,"in my next life, i'd like to come back as someone who has a life."
2014,"i got a call today from a distorted voice saying ""five grand in cash, or we kill your wife"" both options were tempting,  but i decided to take the money."
2015,"showers: never want to get in, then never wanting to get out."
2016,"it's funny how 1 text, 1 song, 1 mistake, 1 lie, 1 truth, and 1 person could change your mood in 1 second."
2017,does anyone else get bothered by that last inch the shower curtain wont cover?
2018,"just ate a whole bag of chips, but it was ""reduced fat"" so basically it was like going to the gym."
2019,"in a stunning display of maturity, kid rock announces he is changing his name to adult contemporary."
2020,"sometimes i feel bad because when i don't have anything funny to post, then i remember i'm not in the entertainment  business."
2021,she told me she was a vegan so i pretended i never met herbivore.
2022,"a girl phoned me the other day and said ""come on over, there's nobody home."" i went over. nobody was home."
2023,marriage is the only legal way to trade cash for sex.
2024,a zombie boyfriend will love you for your brain and not your body.
2025,the three up's in life: 1. show 2. keep 3. shut
2026,"i once visited the virgin islands. when i left, they were just called the islands."
2027,finding out your ex got fat is like finding 20 bucks in your pocket. not life changing but definitely puts a smile on your  face.
2028,"your girlfriend should never be jealous of another woman. instead, you should do your best to make other women jealous of  her."
2029,i always carry a picture of my wife and kids in my wallet. it reminds me of why there is no f*cking money in there.
2030,lisa has 750 friends on facebook. a week later she adds 150 more to her friends list. what does she have? huge tits.
2031,this week's weather forecast: sweaty underboobs.
2032,you know your marriage is on the rocks when your wife goes to bed wearing a rape whistle.
2033,people don't realize how hard it is to write stupid things on a regular basis.
2034,why is there head & shoulders shampoo. who has hair on their shoulders. whose shampooing their shoulder hair. please come  forward.
2035,"in college i had 3 girlfriends at the same time. 10 years and a wife later, i have 0 girlfriends. stay in school kids."
2036,my friend hates theme parks because he doesn't like the idea of waiting for 5 hours for 2 minutes of pleasure. and yet he  still goes on dates.
2037,"before the facebook, if someone disappeared, it meant you should go looking for them. now it means they got a life."
2038,does anybody know how can i send an enemy request on facebook?
2039,"i'm a responsible person. people are always saying ""i know you're responsible for this."""
2040,"tombstone request: born a virgin, lived a virgin, died a virgin. the engraver shortened it to: "" returned unopened."""
2041,"i swear i saw a guy earlier today that had no chin and all i could think about was, how does he put on pillow cases?"
2042,i don't know who decided that high heels were just for women but...good call.
2043,the worst part about being stoned at work is realizing it's your day off.
2044,"tell someone, ""you wore that shirt the day after yesterday"" and see how long it takes them to get it."
2045,"pro tip: ""hold my drink"" is not a proper response to ""license and registration, please."" ...... apparently."
2046,"""i like your pushy.""  sean connery talking dirty to his woman"
2047,"when i get a call from an unknown number i answer by whispering: ""it's done, but there's blood everywhere!"""
2048,"premature ejaculator seeks bubbly, blonde female with big ti...... hang on. it dosen't matter now......!"
2049,i have decided to leave my past behind me.. so if i owe you money..i'm sorry. but i've moved on.
2050,true friends don't judge each other. they judge other people.. together.
2051,"the less people you chill with, the less bullshit you deal with."
2052,"""american pie"" ruined it for any kid that actually does have an amazing story from band camp."
2053,just saw a girl in cutoff jean shorts so unbelievable short that you could see private parts sticking out the bottom of  mine.
2054,i want to meet myself from someone else's point of view.
2055,i keep myself in good enough shape to outrun most women and children during emergencies.
2056,"dear lol, thanks for being there for me when times get awkward. sincerely, i have nothing else to say"
2057,"local news is like facebook. you get stories you don't care about, some jerk talks about weather and it all ends with  pictures of animals doing funny stuff."
2058,"hugh hefner- 87 years old, has 27 years old wife; berlusconi -77 years old, has a 27 years old girlfriend; maradona- 52  years old, has a 22 years old girlfriend. moral : don't worry that you don't have a girlfriend or wife, your's probably  isn't born yet."
2059,the best things in life aren't things.
2060,i once dated an amputee. she single-handedly changed my life
2061,just finished building rome with legos. took me a day.
2062,"if you don't tell your girlfriend she's beautiful everyday, 614 guys on facebook who haven't had sex or even been on a  date in 9 years will."
2063,"""you have sexy calves."" -pedophile bull"
2064,"ran out of toilet paper, so i had to use leaves. just kidding, but my son learned a big lesson about leaving his clothes  in the bathroom."
2065,the titanic is a great lesson of why just the tip can get you in a lot of trouble.
2066,linkedin bans prostitutes and escorts! i wasn't even aware this service was available on linkedin. why am i always late to  the party?
2067,"i wake up everyday planning to be productive and then a voice in my head says ""haha good one"" and we laugh and laugh and  take a nap."
2068,i wish some people could actually see their personality when they look in a mirror.
2069,"during sex it's perfectly fine to say ""yeah"", ""yes"", and ""oh yes"" but how awkward would it be if someone kept screaming  ""yep"""
2070,"according to national reports, car thefts in the us are now at a 20 year low...well, sure, it's hard to steal a car when  the owner's living in it..."
2071,"i'm coming out with a workout video called ""beached whale body"". it's just a video of me sitting on my recliner with my  computer on my lap and phone in hand."
2072,an awkward morning beats a boring night.
2073,"pregnant kim kardashian is moaning in a magazine, ""nothing looks good on me"" i disagree. a grand piano dropped from a  considerable height would."
2074,everyone is entitled to my opinion.
2075,"idk what was worse, the fact that my girlfriend text me saying ""sorry breaking up with you"" or that a minute later she  text me back ""sorry wrong number."""
2076,"when people on facebook say they lost their phone and need everyone's numbers again, i text them: ""guess who?"" for 2  weeks."
2077,what does it mean if the holy water sizzles when it hits your skin (asking for a friend)
2078,"from now on, all of my posts will be written in morgan freeman's voice. please re-read this one to make sure it's working."
2079,women! they assume everything but the position.
2080,"to all the moms: ""happy mothers day""! and to all the dads: ""happy sunday.. mother fukers""!!"
2081,confucius say: joke is like sex. not good if you don't get it
2082,i heard cobras dance to music. i played some justin bieber for my pet cobra and he bit himself and died.
2083,i just burned 1200 calories! i forgot about the batch of cinnamon rolls in the oven!
2084,first rule of cuddle club: it better lead to sex or you're out of the cuddle club
2085,"axe came out with 2 new body sprays. i'm having a hard time deciding between ""my mom is picking me up at 8:30"" and ""can i  touch your bra"""
2086,"i love smiling at random people. some of them smile back. some of them get really creeped out, but that makes it worth it."
2087,a woman's mind is cleaner than a man's...that's because she changes it more often.
2088,how do people approach their crush i don't even have the guts to ask for an extra ketchup in mcdonald's?
2089,there is no greater stress than the stress of a guy who forgot his phone & left it at home with his wife.
2090,"a pretty face gets old, a nice body changes, but a good woman will always be a good woman."
2091,i like to eat at brazilian restaurants because there will be no hair in the food
2092,me: i want a hot body. me: does absolutely nothing to achieve this.
2093,question of the day: when was the last time that you saw a music video that was relevant to the actual song?
2094,"to all the waiters out there: we don't get impressed when you try to memorize our orders, we just get nervous."
2095,never trust a woman who doesn't b*tch about everything.
2096,the best things in life are free. the second best things are very expensive.
2097,my level of sarcasm's gotten to a point where i don't even know if i'm kidding or not.
2098,my roommate is on a date and said he's convinced she's coming home with him tonight. i've covered his room in justin  bieber posters. now we wait.
2099,"i am not sure if i need to get beat up, broke as hell and drive a p.o.s car to get a hot girlfriend. because that's all i  see, ugly is the new hot!"
2100,"the tv remote, the g-spot and black dads. some things are just made not to be found."
2101,beer is like sex. when it's good it's good...when it's bad it's still pretty good.
2102,"that awkward moment when your friends are singing ""happy birthday to you"" and you don't know where to look."
2103,when pharmacist gets sick....... does the doctor give him a taste of his own medicine?
2104,"can everyone come to my funeral in fbi outfits, stand at the back & not say a word to my parents so they think i lived a  cool double life."
2105,"when i'm on my death bed, i want my last words to be....""i left the diamonds on an island, look for clues on my face  book!....."", just to get them to read all the jokes i've posted."
2106,you know you have a drinking problem if the bartender knows your name.....and you've never even been to that bar before.
2107,feeling tired as you struggle to get through the day? there's a nap for that.
2108,stop editing your pics. what if you go missing? how do you expect us to find you if you look like beyonce on facebook.
2109,we all have that one friend that looks chinese but isn't.
2110,when a woman says she doesn't want a boyfriend what she really means is that she doesn't want you
2111,"our generation is messed up. we have unprotected sex, but have cases on our phones."
2112,my version of flirting is looking at someone i find attractive multiple times and hoping they are more brave than i am.
2113,"home is not where you live, but where they understand you."
2114,"i knew she was about to say something intelligent because she began with, ""you once told me..."""
2115,"i may not be perfect, but at least i'm not fake."
2116,"my wife calls me a ""lazy alcoholic."" well, jokes on her. i just jogged to the liquor store."
2117,cheers to the freakin weekend *lays in bed for 2 days straight*
2118,"""when no one else will f*ck you, i'm always there.""  life"
2119,vlut = a virgin that act's like a slut
2120,sirgen = a slut that acts like a virgin
2121,"i said i don't want to talk to you, i didn't say ignore me.  women"
2122,"really cosmo? 50 tips on how to make your guy h0rny? what the f^ck are the 49 things after ""touch his p*nis"
2123,alcohol is like liquid photoshop for real life.
2124,the way to a man's heart is through his stomach. unless he's a vegan  then i'm pretty sure you can just get there through  his p*ssy.
2125,"7 billion people, 14 billion faces."
2126,"whenever i meet a new girl, i introduce myself by shaking hands with my left hand. i don't want her to meet her  competition right away."
2127,reasons to date me: i laugh at my own jokes so you don't have to.
2128,a rainy friday is still better than a sunny monday...
2129,looking for a good retractable leash. when i walk my turtle i hate when it gets to far ahead of me
2130,"the amount of people who confuse ""to"" and ""too"" is amazing two me."
2131,"friend: ""hey you're blocking the view!"" me: ""bitch, i am the view."""
2132,"i would lose weight, but i hate losing."
2133,maybe your d*ck is so small because half of it is in your personality.
2134,"if i were a bird, you'd be the first person i'd shit on."
2135,"i don't need a stable relationship, i just need a stable internet connection."
2136,"i thought you were good looking, until i clicked ""view more pictures"""
2137,sh*t happens... i mean look at you.
2138,it's too bad your funny status was ruined by your inability to spell.
2139,farts are just the ghosts of the things we eat.
2140,relationships should come with an icon that shows you how much time you have left like your phone's battery.
2141,inside me is a skinny woman screaming to get out. i can usually shut her up with a cookie.
2142,my week is basically: monday monday #2 monday #3 monday #4 friday saturday pre-monday
2143,reasons i can relate to raccoons: 1) dark circles around eyes. 2) eats junk. 3) small and chubby. 4) stays up all night. 5) cute but will fight you.
2144,people setting up gofundme's because they can't afford a tv... don't you know that's what lay-a-way is for?
2145,i found out that middle age is were you finally get your head together and then your body starts falling apart
2146,"my girlfriends dad asked me what i do. apparently, ""your daughter"" wasn't the right answer."
2147,"i don't always have a cool facebook status, but when i do, an older relative ruins it with a lame comment."
2148,boss just announced he is leaving early. what a coincidence. so am i.
2149,"wow 15 notifications.. oh wait 13 of them are for farmville, cityville, i dont give a shit-ville"
2150,i pulled my wife's panties to the side.......then put the rest of her socks in the drawer.
2151,it's a status....not your diary...
2152,"my wife said if this gets 100 likes, we'll try butt stuff........ * please don't like,,, her strap-on is big and scary....."
2153,"mentos should print little messages on their mints like ""you're awesome"" or ""looking good"" and call them complimentos."
2154,"i remember when a minimum wage job was a stepping stone, not a career."
2155,"hmmmmm,,,, turns out all this time, i've been using a life couch instead of a life coach."
2156,adults are always asking little kids what they want to be when they grow up because they're looking for ideas.
2157,"you take away the looks, money, intelligence, charm and success and, really, there's no real difference between me and george clooney."
2158,"i had a blind date once, her name was ..::..::.:::::...:::::"
2159,"there are weight limits on car seats, airlines, skydiving, military, horseback riding, kayaks, and bikes......how is it there are no weight limit on high heels?"
2160,every time i fold laundry i contemplate becoming a nudist. then i remember what i look like naked and keep folding....
2161,"i received their wedding invitation on facebook, so i sent them a gift from farmville....figured it was appropriate."
2162,"i hate how you're just born out of nowhere, forced to go to school and get an education so you can get a job. what if i wanted to be a duck."
2163,"calling someone ""stupid"" is mean. unless they actually are. then it's just a diagnosis."
2164,"grandma complained that no one ever calls, so i put a ""how's my driving?"" bumper sticker on her car...the phone pretty much rings off the hook now."
2165,"one does not simply talk to their pet in a normal voice....no they don't, oh no they don't."
2166,you show me your boobs and i'll show you my tattoo... tit for tat
2167,"libraries are a good start, but we really need to keep working on the number of places where people shouldn't be allowed to talk."
2168,started a new exercise routine yesterday. so far i've only missed one day.
2169,i wish i was as skinny as i was the first time i thought i was fat.
2170,"the human body is 80% water, so we are basically just cucumbers with anxiety."
2171,give a girl an inch and she'll want the other 6 too
2172,the man who invented velcro has died. rip.
2173,"being an adult is basically that feeling when the fireworks are over and it's time to go home, but all the time."
2174,"so i'm at the bank today, and the attractive female teller was flirting with me and stuff which was weird considering she could see my account balance."
2175,i dreamt i was in a very magical world where people didn't get butthurt over every little f*cking joke. weird huh?!?!
2176,i was kidnapped by a pack of mimes. they performed unspeakable acts on me.
2177,"not to interrupt your story, but do you have a completely different and possibly shorter story?"
2178,"well, if you're going to question my reputation and credentials as a gynecologist,i suggest you get the hell out of my office van."
2179,"refusing to go to the gym counts as resistance training, right?"
2180,relationship status : taken (for granted)
2181,"anyone know how long we are supposed to ""shake it off""? taylor never specified and frankly i'm exhausted!"
2182,people say love is the best feeling ever. however i think finding a toilet right away when you have diarrhea is better.
2184,"since smart watches can now read your pulse, there should be a feature that erases your browser history if your heart stops beating..."
2185,there is a company called kia and a company called nokia. i'm not sure who to believe.
2186,"if you workout and don't post a status about it on facebook, do you still lose weight?"
2187,"i am not sure, but i think i just heard my cup of coffee say, ""you are my bitch"""
2188,"now that cell phones are becoming more and more waterproof, pretty soon it will be okay to push people into pools again..."
2190,"they say ""confidence"" is the most attractive quality in a partner. but i'd have to say, ""not banging my friends"" would be a very close 2nd"
2191,"i want to lose weight, but i don't want to get caught up in one of those ""eat right and exercise"" scams."
2192,be careful when you follow the masses. sometimes the m' is silent.
2193,"before we start this relationship, i am going to need you to explain a few pics in your facebook albums."
2194,i really hate it when someone else creates something that i haven't had the chance to think of first...
2195,"if it weren't for double standards, some people would have no standards at all."
2196,*leonardo dicapreo goes up to accept oscar* *pulls out speech* *blows dust off of it* yes i'd like to thank the directors of titanic for th-
2197,"i'm so happy leonardo finally got an award, he was such a brilliant inventor and painter."
2198,i'd like to give a shout out to those people born in 1932 who are celebrating their 21st birthday today!
2199,"the good news is the doctor says i'm healthy as a horse, the bad news is she still uses large farm animals to describe me...."
2200,"caller id should be more specific. it should say things like, ""needs to borrow money"" or ""will whine about petty stuff""."
2201,answering your cell when you don't recognize the number is like picking up a hitchhiker.
2202,judging by the way some women wear makeup it's rather obvious they didn't excel at coloring as a kid.
2203,"i don't know why you are complaining about your appearance, your personality is even worse."
2204,"my wife is not speaking to me. we watched an old video of our wedding and she realized that i said ""you'll do"" instead of ""i do."""
2205,women with large breasts are generally more successful than men with large breasts.
2206,immigrants are like sperm. millions get in...only one works!
2207,don't forget to pay your taxes this year so the government can give it to people that don't work as hard as you.
2208,"i feel a spree coming on. it's either shopping or killing, i haven't decided yet."
2209,"if pigs could vote they'd always vote for the guy who brings the food, even though he's the same one who will slaughter and eat them later."
2210,f*ck nudes. send me a picture of your medicine cabinet. i need to know what kind of psycho i'm dealing with.
2211,"after watching tv with my kids, i think i have figured out what's wrong with this generation....their cartoons suck."
2212,"i walk around like everything is fine, but deep down, inside my shoe, my sock is sliding off."
2213,"f*ck the zombie apocalypse, it's never going to happen. worry about the f*cktard apocalypse, it's already upon us."
2214,calm down mechanic guy. just here for an oil change. if i wanted to know about all the other stuff wrong with my car i'd turn the radio down.
2215,turns out an at home dna test is not a good baby shower gift
2216,husband got excited thinking i was touching myself under the covers but i was just actually just opening a kit kat i didn't wanna share.
2217,my wife just opened a jar of pickles by herself and i can't help but believe my days around here are numbered...
2218,why does kanye west need a billion dollars for ideas? ben franklin discovered electricity with a kite.
2219,"ladies, if he calls you crazy, don't get upset. crazy girls are better in bed so take it as a compliment. but stab him, just in case..."
2220,date advice to women from a guy: laughing makes you 100 times more attractive than makeup.
2221,i bet all those girls that ignored me in high school would still be pretty pleased with that decision
2222,"legally,it's questionable. morally,it's disgusting. personally,i like it."
2223,why are clothes so expensive? i shouldn't have to pay so much to not be naked. other people should pay me not to be naked.
2224,"commented on a woman's french manicure. ""i like your tips"" ...let's just say she didn't hear me correctly."
2225,it's bad enough when the little voices in my head talk to me. but now they are texting.
2226,"[job interview] ""so what are your goals for working here?"" to be home by noon..."
2227,most people don't think i'm as old as i am until they hear me stand up
2228,"   ...oh the weather outside's delightful, the balance in my account is frightful, what happened to all my dough, i dunno, i dunno, i dunnnnoooooo...   "
2229,i tweeted to steve harvey tonight that he was still my favorite all-time host of family feud; but two and a half minutes later i tweeted again to tell him it is actually richard dawson
2230,so many fun things to say.....too many relatives on facebook to post!!
2231,"bbc news: government plans to ban all internet porn. on an unrelated note, does anyone want to buy a laptop?"
2232,interviewer: why did you leave your previous job? me: because once they fire you they won't let you stay.
2234,adam and eve were the first people to agree to the apple terms and conditions without reading them.
2235,stop fcukin whining about being alone and lower your standards like the rest of us.
2236,i knew the psychic was no good the moment she accepted my check
2237,"me: siri, why am i alone? siri: *opens front facing camera*"
2239,money :::: humans are the only species that have to pay to live on earth..
2240,"""don't make me regret this."" -things i think when accepting a friend request."
2241,my biological clock must be off.. i'm getting morning wood in the evening
2242,my fitness goal is just to get down to the weight that i lied about on my drivers license.
2243,give me coffee to change the things i can change and wine to accept the things i can't.
2244,common sense is a flower that doesn't grow in everyone's garden.
2245,"every now and then, getting lost means finding your way."
2246,"whens someone says you've changed, it simply means you've stopped living your life their way"
2247,i don't care what people think of me. at least mosquitoes find me attractive.
2248,"beautiful people are not always good, but good people are always beautiful."
2249,"one day, someone is going to hold you so tight, that all of your broken pieces fit back together."
2250,"my doctor said i should eat better. i told him, with what he charges, i'm lucky i eat at all"
2251,atms should have built in breathalyzers. i would save so much money
2252,"you're in your 20's... you don't have ""haters""... you have ""adults"" that think you are ""annoying"""
2253,"i don't get why people say ""they were busting their ass""? wasn't it already cracked to begin with?"
2254,"some souls are consumed with what grows in the garden of others and then wonder, why their own does not flourish."
2255,"when your kids are little you're a super hero.when they're teens you're a super villain. after that, your only power is invisibility."
2256,"when a guy texts a girl ""hey stranger"", what he really means is ""i've recently thought about trying to get in your pants again."""
2257,"i always say ""morning"" instead of ""good morning"". if it were a good morning i'd still be in bed instead of talking to people."
2258,that moment when the music stops playing at the gym and the whole room sounds like gay porn.
2259,"how do people do backflips and shit, like i can't even flip my grilled burger without fucking it up."
2260,don't get me started. i don't come with brakes.
2261,"we would have discovered the cure for cancer by now if we rewarded, recognized and respected our scientists just as much as we do our sportsmen and celebrities."
2262,"i will show you a picture on my phone, but if you swipe right or left, i will break your finger."
2263,"love your parents. we are so busy growing up, we often forget they are also growing old."
2264,smiling gives you wrinkles. resting bitch face keeps you pretty.
2265,"social media: because i like to socialize with cool people without having to speak, wear pants or get off the couch."
2266,a threesome? no...if i wanted to disappoint two people at the same time i would go to dinner with my parents
2267,"i don't know how some people do it ""4 minute shower"" it takes me like 4 minutes to even get the water to be the right temperature."
2268,sometimes you have to cook ur own food and jerk off in front of your girl to show her that she can be replaced.
2269,nothing like working out to make you feel like you deserve that burger and fries.
2270,i clean my house like everyone else ... 5 minutes before someone comes over.
2271,it hurts when you go to un friend someone only to discover they beat you to it
2272,weird how old people suddenly stop being so deaf the second you put music they don't like on
2273,"before calling me, ask yourself, ""is this textable?"""
2274,"look i see that you love me and would die for me, but this guy over here barely notices me and has a gf. i'll play the odds. -woman logic"
2275,"when i think of all the money i've spent on booze in my life, i wish i had it all back. imagine all the booze i could buy!"
2277,you know what's funny? lots of shit so lighten the fuck up.
2278,"you can assume that, for the next 2 weeks, there is baileys in every cup of coffee i drink."
2279,"to me, ""drink responsibly"" means don't spill it."
2280,can someone please tell what the weathers like. my facebook is full of robin william's tributes
2281,"robin williams dead. police suspect arson, but i doubtfire."
2282,"i don't like the idea of having to go on in a world where good people like robin williams is no longer with us, but justin beiber is still alive and well."
2283,that awkward moment in church when you put your hands together to pray & you see the stamp from last night & you remember...
2284,have you ever thought about how weird it is that one of your hands is dumber than the other?
2285,"i popped into the library this morning and asked if there was any books on facebook status jokes? the librarian said, ""they've all been stolen."" ""that's the one."" i replied."
2286,"they say in life expect the unexpected'. so i did, and f*ck all happened. i wasn't expecting that."
2287,i couldn't sleep last night so i decided to play on my drums. i also learnt that my neighbour has tourette's.
2288,"if the wife uses dual sim phone, save both numbers under one name : ""wife""  never save them as ""wife1"" and ""wife2"" ~ a husband from hospital"
2289,it's hard to believe my teenage son hasn't got a job yet. i was sure his special skill of keeping it real' would impress any potential employers.
2290,"new scientist magazine reports that a team of british engineers in bristol have developed a car that runs on human shit ...i bet that ""new car smell"" doesn't last very f*cking long."
2291,"my wife says she's leaving me, because the beginnings of my jokes are becoming cliched and predictable..."
2292,ironic! that even if oscar pistorious is found not guilty .he still won't walk free
2293,"i contemplated suicide earlier. then i thought about homicide. finally i thought f*ck it, i hate crosswords, i'm off to the pub."
2294,"girls look back at your wedding photos, if you are fatter than that, he is not happy.."
2295,please don't come to my garage sale if you've ever let me borrow something.
2296,the challenge of modern relationships: how to prove more interesting than the other's smartphone.
2297,"when i hear someone complain that their towns are boring with nothing to do, all i hear is a boring person who doesn't know how to have fun."
2298,"i love spending my sundays sat watching the f1. my wife thinks i'm going f*cking mental though, just sitting there staring at the top left of my keyboard for several hours at a time."
2299,"i saw the strangest thing ever today. i threw a sausage off the pier and some blind man jumped in after it, then when he reappeared out of the water, he had transformed into a labrador."
2300,"a man has been killed after an e-cigarette exploded in his mouth. ""his face was a complete mess."" said the coroner. ""but his lungs were mint."""
2301,"thirty seven years ago, my wife walked out on me because apparently, i hold on to grudges too long. what a bitch."
2302,if i've learned anything from the kardashians it's that i shouldn't let my complete lack of talent hold me back.
2303,i can't believe how strong the winds were last night. i nipped out to get my wife some milk and got blown into the f*cking pub.
2304,at what point in potty training do you give the child a toy smartphone?
2305,"i want to get a welcome mat for my front door that just says ""text me"""
2306,"the wife said she's leaving me because she's sick of doing absolutely everything for me. if you're wondering why she's typed everything' in capitals,it's to emphasize the point."
2307,the san antonio spurs have made history by becoming the first team in the nba to hire a female assistant coach. she is the first woman to get that close to that many nba players without being a kardashian.
2308,"a russian crime ring has stolen 1.2 billion user names and password combinations, which i'm pretty sure is all of them. the crime ring stole the information from hundreds of thousands of websites. experts recommend that you change all your passwords just to be safe. i have to say i would almost rather have all my information stolen than to have to change all my passwords."
2309,objects in the selfie are way sadder than they appear.
2310,i have the talent of getting tired without doing nothing.
2311,"i've been watching a bird do a mating dance for half an hour now, it's working, i want him."
2312,"i saw that you ""liked"" my status. you want me, don't you?"
2313,sometimes i wonder if i'm being selfish using my voice to just sing in the car instead of saving the music industry.
2314,"so howard webb has retired from refereeing..in his honour, manchester united have retired the penalty spot."
2315,"scrabble is adding 5,000 new words including ""chillax"" and ""selfie."" so kids, there's never been a better time to challenge your grandparents to a game of scrabble."
2316,"whenever me and the wife watch a film, i can always tell if it's going to be shit. she's picked it."
2317,does anyone else ever hear their alarm go off in the morning and immediately start rationalizing quitting your job?
2318,cop: this is a ticket for drunk and disorderly behavior. me: can i have another? i'd like to bring a guest.
2319,teaching your dog to fetch a beer is smart. fetching it from your neighbor's house is genius.
2320,people who try to stop you on the street to sell stuff are the real world equivalent of online pop-ups.
2321,relationship status: my sex toys have 2 drawers now.you know you're getting old when everything either dries up or leaks
2322,fighter plane escorts a passenger jet in to manchester airport as the pilot reported a suspicious item on board.  the united team bringing back a trophy this season.
2323,just like to give a shout out to the guy who plays triangle in our orchestra. thanks for every ting.
2324,"my dad said to me, ""if you really want something, you've got to get out there and grab it with both hands."" so i did ...now the barmaid with the big tits at the rose and crown' has reported me to the police."
2325,mosquitos are like family. annoying but they carry your blood.
2326,"oh, you hate your job? there's a support group for that. it's called ""everybody"", and we meet at the bar."
2327,i bet some of you would absolutely kill it in a race where you had to jump over obstacles while looking at your phone.
2328,i remember when going viral meant having to tell several people they better get tested.
2329,maybe the reason the world keeps making idiots famous is because 75% of the world is made up of idiots.
2330,the key to a long relationship: keep the fights clean and the sex dirty.
2331,morning wood starts the best fire.
2332,i thought i'd spent all night disco dancing with this girl in a club. but apparently she was deaf and telling me to f*ck off'.
2333,"i've just been reading about this toddler in china who fell eight stories out of a window. apparently he was caught by a woman walking by. the kid was fine, and he was back in work the following day."
2334,"there's no excuse for laziness.. but if you find one, let me know."
2335,"it's not about how she looks, it's all about how she looks at you."
2336,"what's the difference between justin bieber and pinocchio? some day, pinocchio's going to be a real boy."
2337,i've been holding my stomach in for 3 years now so don't talk to me about dedication!
2338,"a massachusetts man was arrested for illegally keeping over 400 birds in his home. he tried to keep it a secret, but he couldn't keep the birds from tweeting about it."
2339,"police officer: ""turn around!"" me: *sings* ""every every now and then i get a little bit lonely and you're never coming round..."""
2340,tupperware: when you want to throw out your food some other day.
2341,"i hate when my camera rings, in the middle of a selfie."
2342,"today local police found an unidentified man's body in a park nearby. they describe him as having a beer belly, saggy balls, wrinkly ass and a tiny little wiener. i was just checking to make sure that you are okay."
2343,when i see a couple sharing the same facebook account i always want to ask them which one of you got caught having an affair
2344,been watching sharknado. when did tara reid turn 60??
2345,"weekend settings activated, please don't call unless if its alcohol, food, fun, alcohol, fun and food again. all problems deferred to monday..."
2346,"i phoned my girlfriend, and said, ""i was thinking dinner in my place tonight, think you can make it?"" she said, ""i'll be there at seven, babe."" i replied, ""make it five, the dinner won't prepare itself."""
2347,"my wife drove us into town today, she parked up in a sidestreet. i said, ""i'll get a taxi from here."" ""where to?"" she replied. ""to the f*cking kerb."""
